Index,Nombre1,Nombre2,Nombre3,Direccion1,Direccion2,Direccion3,Colonia,MunicipioDel,CP,EntreCalle1,EntreCalle2,Estado,NombComp
590,MATERIALES PARA CONS,TRUCCION SAN LORENZO,SA DE CV,JOSE MARIA MORELOS,44,,1RA SECCION,UNION HIDALGO,70150,5 DE MAYO,CORREGIDORA,Oaxaca,MATERIALES PARA CONSTRUCCION SAN LORENZO SA DE CV
591,"SURTIDORA DEL BAJIO,",SA DE CV,,AV COLINAS DEL CIMATARIO,426,,COLINAS DEL CIMATARI,QUERETARO,76090,AV CERRO DE LA SILLA,DOS,Queretaro,"SURTIDORA DEL BAJIO, SA DE CV"
592,GRUPO CORPORATIVO TE,CEPO SA DE CV,,AV JESUS GOYTORTUA,390,307,TANGAMANGA,SAN LUIS POTOSI,78269,L,,San Luis Potosi,GRUPO CORPORATIVO TECEPO  SA DE CV
593,NOMOBA INGENIERIA SA,DE CV,,AV DE LAS FUENTES,70,12,PARQUE INDUSTRIAL EL,EL MARQUES,76246,AV DE LAS FUENTES,AV DE LOS ARCOS,Queretaro,NOMOBA INGENIERIA SA DE CV
594,SOLUCIONES QUIMICAS,MESAL#SA DE CV,,CARRETERA ESTATAL 431KM 1 300,431KM 1,NAVE 9N,EL COLORADO,EL MARQUES,76246,PARQUE INDUSTRIAL BERNARD,DOS,Queretaro,SOLUCIONES QUIMICAS MESAL SA DE CV
595,ALSMITH Y ASOCIADOS,S DE RL DE CV,,BOULEVARD CENTRO SUR,98 PH,########,COLINAS DEL CIMATARIO,SANTIAGO DE QUERETARO,76090,CALLE,CALLE,Queretaro,ALSMITH Y ASOCIADOS S DE RL DE CV
596,EL TRIGAL AVIOS PARA,PANIFICACION SA DE,CV,PLAZA DE LA ESPERANZA,108,,PLAZA DEL SOL,QUERETARO,76099,PLAZA SAN JUAN DE LETRAN,PLAZA STA LUCIA B,Queretaro,EL TRIGAL AVIOS PARAPANIFICACION  SA DE CV
597,CENTER OF ENGINEERIN,G AND ADVANCED TECHN,OLOGY SA DE CV,AMADO NERVO,41,10,LOS ALCANFORES,QUERETARO,76150,EJIDO,EPIGMENIO GONZALEZ,Queretaro,CENTER OF ENGINEERING AND ADVANCED TECHNOLOGY  SA DE CV
598,SPIRIT 2 SPORTS CLUB,AND HOLISTIC SPA SA,DE CV,AV MAYAPAN MANZANA 4,LOTE 5C,Y 5 D,SMZA 21 CANCUN YAXCH,BENITO JUAREZ,77500,YAXCHILAN,MAYAPAN,Quintana Roo,SPIRIT 2 SPORTS CLUBAND HOLISTIC SPA  SA DE CV
599,PROMOTORA CONTINENTA,L DELTA# SA DE CV,,MONTE EVEREST,194,,CUMBRES,SAN LUIS POTOSI,78210,X,X,San Luis Potosi,PROMOTORA CONTINENTAL DELTA  SA DE CV
600,"JUAN DE DIOS, S DE R",L DE CV,,ANGEL FLORES,102,,CENTRO,ROSARIO,82800,,,Sinaloa,"JUAN DE DIOS, S DE RL DE CV"
601,EDIFICANDO ESPACIOS,SA DE CV,,PRIV RAFAEL BUELNA,5201,,BENITO JUAREZ,MAZATLAN,82180,UNO,DOS,Sinaloa,EDIFICANDO ESPACIOS  SA DE CV
602,MATERIALES Y FERRETE,RIA SANTA FE SA DE C,V,A GARCIA ABURTO,574,,CHOYAL,HERMOSILLO,83130,ESQUINA CON,ARTURO S HARO,Sonora,MATERIALES Y FERRETERIA SANTA FE  SA DE CV
603,I.D. GRAFICOS CREATI,VOS  SA DE CV,,ZACATECAS,144,,SAN BENITO,HERMOSILLO,83190,ESQ CUERNAVACA,NARANJO,Sonora,I.D. GRAFICOS CREATIVOS  SA DE CV
604,GARCA TU CASA LIMPIA,SA DE CV,,GANDARA,81,1,SAN BENITO,HERMOSILLO,83190,CAMPECHE,QUINTANA ROO,Sonora,GARCA TU CASA LIMPIA SA DE CV
605,MC SONORA RIVER SA D,E CV,,CALLE TEPUPA,15,SN,TEPUPA,NACOZARI DE GARCIA,84340,CALLE PINO SUAREZ,SIN NOMBRE,Sonora,MC SONORA RIVER  SA DE CV
606,RT DIESEL SERVICIOS,SA DE CV,,CDA SECT LOS MANGOS,SN,,BUENAVISTA RIO NVO 2DA SECC CD,CENTRO,86280,800 MTS DEL,RETEN,Tabasco,RT DIESEL SERVICIOS  SA DE CV
607,SURFACE TECHNOLOGY S,A DE CV,,PROLONGACION PASEO USUMACINTA,SN,LOCAL 34,BOSQUES DE SALOYA,NACAJUCA,86220,FLOR DEL TROPICO,VICENTENARIO,Tabasco,SURFACE TECHNOLOGY  SA DE CV
608,WORLD REGISTER SA DE,CV,,PRIVADA PASEO DEL MACUILIS,INTERIOR,112,PASEOS DEL USUMACINTA,CENTRO,86035,AV PROL PASEO USUMACINTA,27 DE FEBRERO,Tabasco,WORLD REGISTER SA DE CV
609,ELECTRIFICACIONES Y,CATODICA DEL SUR SA,DE CV,FRANCISCO I MADERO,607,,CARDENAS CENTRO,CARDENAS,86500,XICOTENCATL,IGNACIO COMONFORT,Tabasco,ELECTRIFICACIONES Y CATODICA DEL SUR  SA DE CV
610,ACCESORIOS DE CALIDA,D DE TAMPICO SA DE C,V,MORAL,113,,ALTAVISTA,TAMPICO,89240,NARANJO,AV HIDALGO,Tamaulipas,ACCESORIOS DE CALIDAD DE TAMPICO  SA DE CV
611,ORCA DESARROLLO INTE,GRAL SA DE CV,,PRIV 1A,109,,GUSTAVO DIAZ ORDAZ,TAMPICO,89108,AV UNIV SUR,AV UNIV PTE,Tamaulipas,ORCA DESARROLLO INTEGRAL  SA DE CV
612,GRUPO COPALS SA DE C,V,,3A,108,,SAHOP,CIUDAD MADERO,89506,,,Tamaulipas,GRUPO COPALS  SA DE CV
613,DIGITAL GALAXY DE ME,XICO SA DE CV,,LOMA AZUL,207,,LOMA DE ROSALES,TAMPICO,89100,,,Tamaulipas,DIGITAL GALAXY DE MEXICO  SA DE CV
614,"GRUPO TLAXCALLAN,S D",E RL DE CV,,AV LUIS NAVA,906,A,EL CARMEN,APIZACO,90338,JESUS CARRANZA,FCO SARABIA,Tlaxcala,"GRUPO TLAXCALLAN,S DE RL DE CV"
615,NEOQUARCS SA DE CV,,,CERRADA DE PRADERA,9,,DOS VISTAS LAS ANIMAS,XALAPA,91190,AGUA DULCE,SABANA,Veracruz,NEOQUARCS  SA DE CV
616,AGROPECUARIA EL ZAPO,TE#SA DE CV,,5 DE MAYO,97,,TEOCELO,TEOCELO,91615,1,ARISTA,Veracruz,AGROPECUARIA EL ZAPOTE SA DE CV
617,RIZZO MULTIMEDIOS SA,DE CV,,LEONA VICARIO,8,,XALAPA ENRIQUEZ CENTRO,XALAPA,91000,ESQ,,Veracruz,RIZZO MULTIMEDIOS SA DE CV
618,"LA FUERZA DEL VINO,",S#A# DE C#V#,,AV 9 NUM,1803,,SAN JOSE,CORDOBA,94560,CALLE 18,CALLE 20,Veracruz,"LA FUERZA DEL VINO,  SA DE CV"
619,TRANSPORTES FONZA SA,DE CV,,KM 14 CARRETERA FEDERAL CORDOBA VERACRUZ,SN,,EL POCHOTE,YANGA,94930,DESVIACION A OMEALCA,PRIIPAL,Veracruz,TRANSPORTES FONZA SA DE CV
620,INTROCOMPEZ S DE RL,DE CV,,AVENIDA PROLONGACION EJE 6 SUR,560,D18,SAN JOSE,IZTAPALAPA,9000,D17,D19,CDMX,INTROCOMPEZ S DE RL DE CV
621,ITALMEX IMPORTADORA,Y DISTRIBUIDORA#SA D,E CV,PONIENTE 7,836,,CENTRO,ORIZABA,94300,JUNTO,AL AUDITORIO METROPOLITAN,Veracruz,ITALMEX IMPORTADORA Y DISTRIBUIDORA SA DE CV
622,INMOBILIARIA PROFESI,ONAL DE ORIZABA# SA,DE CV,ORIENTE 10,689,,CENTRO,ORIZABA,94300,SUR 17,SUR 19,Veracruz,INMOBILIARIA PROFESIONAL DE ORIZABA  SA DE CV
623,METALMECANICA INDUST,RIAL CAMACHO  SA DE,CV,CALLE 1 DE MAYO,116,,SANTA CRUZ BUENAVISTA,CORDOBA,94690,ALDAMA,MADERO,Veracruz,METALMECANICA INDUSTRIAL CAMACHO  SA DE CV
624,TECNIPRODUCTOS ORIZA,BA#SA DE CV,,CALLE 7,557,,RAFAEL ALVARADO,ORIZABA,94340,AVENIDA 6,AVENIDA 7,Veracruz,TECNIPRODUCTOS ORIZABA SA DE CV
625,PERFORACIONES REHABI,LITACIONES Y AFOROS,DE POZOS SA DE CV,AV JOSE CARDEL NTE,47,,JOSE CARDEL CENTRO,LA ANTIGUA,91680,HILARIO GALLO,M P,Veracruz,PERFORACIONES REHABILITACIONES Y AFOROS DE POZOS  SA DE CV
626,MATERIALES GARCA SA,DE CV,,CALLE 73,542,,MERIDA CENTRO,MERIDA,97000,CALLE 68,CALLE 70,Yucatan,MATERIALES GARCA  SA DE CV
627,INDUSTRIAS GORI SA D,E CV,,59,390,DPT1ALTO,MERIDA CENTRO,MERIDA,97000,,,Yucatan,INDUSTRIAS GORI  SA DE CV
628,COPIERS SA DE CV,,,CALLE 59 BAJOS,390,1,MERIDA CENTRO,MERIDA,97000,X  42,Y 44,Yucatan,COPIERS  SA DE CV
629,SERVICIOS BIOMEDICOS,DEL SU RESTE#SA DE,CV,CALLE 21,212,PA,SAN MIGUEL,MERIDA,97140,16,18,Yucatan,SERVICIOS BIOMEDICOSDEL SU RESTE SA DE CV
630,MATERIALES DE LA PEN,INSULA SA DE CV,,1 AVENIDA MARCELINO CHAMPAGNAT,200,DEPTO 1,JUAN B SOSA,MERIDA,97205,20B,,Yucatan,MATERIALES DE LA PENINSULA  SA DE CV
631,IMPORTADORA Y COMERC,IALIZADORA PEME SA D,E CV,CALLE 33B,506,,MERIDA CENTRO,MERIDA,97000,C 62,C 62 A,Yucatan,IMPORTADORA Y COMERCIALIZADORA PEME  SA DE CV
632,IRRIGACION Y OBRAS H,IDRAULICAS SA DE CV,,CARR ZACATECAS FRESNILLO,KM 16,,ENTRONQUE CARR ZACATECAS SALTI,MORELOS,98100,CARPATOS,GARCIA SALINAS,Zacatecas,IRRIGACION Y OBRAS HIDRAULICAS  SA DE CV
633,COMERCIALIZADORA PIM,ER SA DE CV,,GONZALEZ ORTEGA NTE,667,,TORREON CENTRO,TORREON,27000,ALDAMA,GUERRERO,Coahuila,COMERCIALIZADORA PIMER  SA DE CV
634,IQ LAGUNA  SA DE CV,,,AVENIDA RIO DANUBIO,901,,LA ESTRELLA,TORREON,27010,UNO,DOS,Coahuila,IQ LAGUNA  SA DE CV
635,"POLIFORMAS,SA DE CV",,,CALLE MEXICO ESQ MELCHOR OCAMPO,S#N,,PLAN DE AYALA,TIHUATLAN,92912,MELCHOR OCAMPO,PRIVADA MEXICO,Veracruz,"POLIFORMAS, SA DE CV"
636,YPSILON INGENIERIA S,A DE CV,,SANTA ELENA,1501,C,SANTA ELENA,POZA RICA DE HIDALGO,93240,CALLE 26,POZO 120,Veracruz,YPSILON INGENIERIA  SA DE CV
637,COMPA#IA CONSTRUCTOR,A QUANTUM SA DE CV,,CALLE 3,101,,BENITO JUAREZ,POZA RICA DE HIDALGO,93310,BLVD RUIZ CORTINEZ,AVE 1,Veracruz,COMPAIA CONSTRUCTORA QUANTUM  SA DE CV
638,CONSTRUCCIONES SANTA,CLARA#SA DE CV,,CALLE CIRUELOS,15,,EL CAPULIN,BANDERILLA,91306,CARRETERA FED MEXICOVER,CEREZOS KM 45,Veracruz,CONSTRUCCIONES SANTACLARA SA DE CV
639,GRUPO MUEBLERO COMER,CIAL OZULUAMA SA DE,CV,MORELOS,5,,CENTRO,OZULUAMA DE MASCARE#AS,92080,MORELOS,OCAMPO,Veracruz,GRUPO MUEBLERO COMERCIAL OZULUAMA  SA DE CV
640,CONSTRUCTORA ELEC. Y,CIVIL MAVE SA DE CV,,FELIPE CHAVEZ,102,,SAN LORENZO TEPALTITLAN,TOLUCA,50010,UNO,DOS,Estado de Mexico,CONSTRUCTORA ELEC. YCIVIL MAVE  SA DE CV
641,EL MEJOR PAN DE TOLU,CA#SA DE CV,,JUAREZ SUR,204,,CENTRO,TOLUCA,50000,MORELOS,INSTITUTO LITERARIO,Estado de Mexico,EL MEJOR PAN DE TOLUCA SA DE CV
642,DECORACION Y MANUALI,DADES LAS ROSAS#SA D,E CV,1 DE MAYO,103,,CENTRO,TOLUCA,50000,JUAREZ,RAYON,Estado de Mexico,DECORACION Y MANUALIDADES LAS ROSAS SA DE CV
643,"MM MEX,SA DE CV",,,HERIBERTO ENRIQUEZ,703,1ER PISO,EMILIANO ZAPATA,TOLUCA,50190,MORELOS,HIDALGO,Estado de Mexico,"MM MEX, SA DE CV"
644,LITE ASESORES MEXICO,SA DE CV,,JUAREZ,205,,AMATEPEC,AMATEPEC,51517,CENTRO,CENTRO,Estado de Mexico,LITE ASESORES MEXICO SA DE CV
645,COMERCIALIZADORA OSC,AR IN PEPES SA DE CV,,CLL 2 DE NOVIEMBRE,S N,,COL CENTRO,IXTLAHUACA,50740,TIENDA DE,ABARROTES,Estado de Mexico,COMERCIALIZADORA OSCAR IN PEPES  SA DE CV
646,R1 COMUNICACIONES S,DE RL DE CV,,BLV AGUACALIENTE,9333,LOCAL 2F,MADERO,TIJUANA,22040,JALISCO,GUANAJUATO,Baja California,R1 COMUNICACIONES S DE RL DE CV
647,VINYL WINDOWS INNOVA,TION  SA DE CV,,PLOMO,1231,,LOS ALAMOS,TIJUANA,22110,DIAMANTE,ZAFIRO,Baja California,VINYL WINDOWS INNOVATION  SA DE CV
648,IMPORTACIONES Y NOVE,DADES CALAFIA DE TIJ,UANA SA DE CV,PASEO DEL PEDREGAL,354,106,PLAYAS DE TIJUANA SECC TERRAZA,TIJUANA,22504,PASEO ENSENADA,PASEO PLAYAS,Baja California,IMPORTACIONES Y NOVEDADES CALAFIA DE TIJUANA  SA DE CV
649,AVILEY INGENIERIA SA,DE CV,,HACIENDA SANTA VERONICA,10219,Q20,HACIENDA CASA GRANDE,TIJUANA,22244,HACIENDA,SANTA MARIA,Baja California,AVILEY INGENIERIA SA DE CV
650,CONDUCCIONES Y CIMEN,TACIONES DOEG SA DE,CV,E ZAPATA ED A,D 203,,MANUEL AVILA CAMACHO,COATZACOALCOS,96420,INDEPENDENCIA,MATAMOROS,Veracruz,CONDUCCIONES Y CIMENTACIONES DOEG  SA DE CV
651,CODEAL SA DE CV,,,CENTENARIO,809,,SAN MIGUEL,LEON,37390,UNO,DOS,Guanajuato,CODEAL  SA DE CV
652,SHEIDAR CONSTRUCCION,ES SA DE CV,,1 DE MAYO E AMERICA Y RIO BRAV,412,,VALLE HERMOSO CENTRO,VALLE HERMOSO,87500,,,Tamaulipas,SHEIDAR CONSTRUCCIONES  SA DE CV
653,N ANGUS ALIMENTOS SA,DE CV,,CALLE VERACRUZ,520,,SANTA MARIA LA RIBER,TUXTLA GUTIERREZ,29070,,,Chiapas,N ANGUS ALIMENTOS SA DE CV
654,SURCOS DE CHIAPAS  S,A DE CV,,12 PONIENTE SUR,1724,1,CENTRO,TUXTLA GUTIERREZ,29000,CHIAPAS,OAXACA,Chiapas,SURCOS DE CHIAPAS  SA DE CV
655,COMERCIAL YENY SA DE,CV,,AV BELISARIO DOMINGUEZ,29,,CENTRO,PALENQUE,29960,ALDAMA,ALLENDE,Chiapas,COMERCIAL YENY SA DE CV
656,SERVICIOS DE GESTORI,A Y ASESORIA SA DE C,V,AV 20 NOVIEMBRE,SN,,CENTRO,PALENQUE,29960,,,Chiapas,SERVICIOS DE GESTORIA Y ASESORIA  SA DE CV
657,EMPACADORA FRUVETI S,#A# DE C#V#,,LA BASTIDA,50,F,CAMERINO GARCIA,ZAMORA,59620,JUAREZ,FERROCARRIL,Michoacan,EMPACADORA FRUVETI  SA DE CV
658,LG FRUTAS S DE PR DE,RL DE CV,,BRASILIA,1261 A,A,LA NUEVA LUNETA,ZAMORA,59689,VIRREY DE MENDOZA,PASEO DE LAS GALEANAS,Michoacan,LG FRUTAS S DE PR DERL DE CV
659,PROVEEDORES EMAC SA,DE CV,,AVENIDA CUITZEO,33,,PUREMBE,LOS REYES,60364,PATCUARO,ZIRAHUEN,Michoacan,PROVEEDORES EMAC  SA DE CV
660,"CELLMART,SA DE CV",,,AV LAZARO CARDENAS,1633,D,CENTRO,LAZARO CARDENAS,60950,JAVIER MINA,CORREGIDORA,Michoacan,"CELLMART, SA DE CV"
661,CONSTRUCTORA ELECTRO,MECANICA BAJASIN SA,DE CV,VALLE DEL OLIMPO,4562,,VALLE ALTO,CULIACAN,80050,SIERRA MADRE DEL CARMEN,CERRO DE LAS CUMBRES,Sinaloa,CONSTRUCTORA ELECTROMECANICA BAJASIN  SA DE CV
662,AVENTURA MEX SA CV,,,PRV SAN GERONIMO,21,,CABO SAN LUCAS CENTRO,LOS CABOS,23450,LOS CABOS,LOS CABOS,Baja California Sur,AVENTURA MEX SA CV
663,SERVICIOS PARA MINER,IA Y CONSTRUCCION MA,G  SA DE CV,MIGUEL DE CERVANTES S,215,19,PASEOS DE CHIHUAHUA,CHIHUAHUA,31125,CALLE UNO,CALLE DOS,Chihuahua,SERVICIOS PARA MINERIA Y CONSTRUCCION MAG  SA DE CV
664,NUTRICION Y FARMACIA,S SA DE CV,,RETORNO 10,15,,AVANTE,COYOACAN,4460,UNO,DOS,CDMX,NUTRICION Y FARMACIAS  SA DE CV
665,TELAS Y LINEAS EN RE,PRESENTACION SA DE C,V,PRIVADA PENOLES,1535,,MARIA LUISA,MONTERREY,64040,SANTOS DEGOLLADO SUR,20 DE NOVIEMBRE,Nuevo Leon,TELAS Y LINEAS EN REPRESENTACION  SA DE CV
666,SERVICIOS INTEGRALES,MEDICOS Y DE ENFERM,ERIA# S#A# DE C#V#,MONTE ALBAN,400,,VERTIZ NARVARTE,BENITO JUAREZ,3600,EUGENIA,BR SALIDO,CDMX,SERVICIOS INTEGRALESMEDICOS Y DE ENFERM ERIA  SA DE CV
667,AIRE ACONDICIONADO P,ROYECTOS SA DE CV,,PASEO DE LOS LEONES,341,,MITRAS CENTRO,MONTERREY,64460,JUAREZ,SIMON BOLIVAR,Nuevo Leon,AIRE ACONDICIONADO PROYECTOS  SA DE CV
668,ALTO SOPORTE PARA TE,CNOLOGIAS INDUSTRIAL,ES#SA DE CV,CRUZ GALVEZ,129,,NUEVA STA MARIA,AZCAPOTZALCO,2800,DFGFD,FDRFT,CDMX,ALTO SOPORTE PARA TECNOLOGIAS INDUSTRIALES SA DE CV
669,KUNAT SA DE CV,,,GONZALEZ COSSIO,334,1,DEL VALLE CENTRO,BENITO JUAREZ,3100,GONZALO AMEZCUA,AV 6 SUR,CDMX,KUNAT  SA DE CV
670,CENTA TODO EN EQUIPO,S DE LIMPIEZA SA DE,CV,AV CHICHEN ITZA MZA 55 LOTE 20,211,,SM 58,BENITO JUAREZ,77515,HOPELCHEN,LABNAH,Quintana Roo,CENTA TODO EN EQUIPOS DE LIMPIEZA  SA DE CV
671,BRAILOGA CONSTRUCTOR,ES SA DE CV,,SAN PABLO,45,,STA ROSA DEL VALLE,EL SALTO,45690,AB,,Jalisco,BRAILOGA CONSTRUCTORES  SA DE CV
672,PRODUCTORA Y COMERCI,ALIZADORA DE TUBERIA,DE ACERO SA DE CV,CARR IRAPUATO ABASOLO,KM 8 6,,RCHO LA SOLEDAD,IRAPUATO,36827,RANCHO LA SOLEDAD,RIO SILAO,Guanajuato,PRODUCTORA Y COMERCIALIZADORA DE TUBERIADE ACERO  SA DE CV
673,ARKITEK ACABADOS Y C,ONSTRUCCIONES SA DE,CV,FLORES MAGON,61,,LA GUADALUPE,LA MAGDALENA CONTRERAS,10820,FELIPE ANGELES,ALFONSO PRIANI,CDMX,ARKITEK ACABADOS Y CONSTRUCCIONES  SA DE CV
674,AVANZA CONSULTORIA C,APACITACION Y SERVIC,IO SA DE CV,BLVD BELISARIO DOMINGUEZ 1861,LOC O,209,BUGAMBILIAS,TUXTLA GUTIERREZ,29056,DENTRO DE LA PLAZA GALERI,PLAZA GALERIA,Chiapas,AVANZA CONSULTORIA CAPACITACION Y SERVICIO  SA DE CV
675,CONSTRUCCION Y REFRI,GERACION OPERATIVA S,A DE CV,PASEO ESPANA,90,0,LOMAS VERDES 3A SECC,NAUCALPAN DE JUAREZ,53125,,,Estado de Mexico,CONSTRUCCION Y REFRIGERACION OPERATIVA  SA DE CV
676,SM CLAUT INDUSTRIAS,SA DE CV,,TABACHIN,806,,FOVISSSTE,MONCLOVA,25720,PRINCIPAL,PRINCIPAL,Coahuila,SM CLAUT INDUSTRIAS  SA DE CV
677,JUSTO A TIEMPO CHIAP,AS SA DE CV,,EL BOSQUE,120,,LOMA BONITA,TUXTLA GUTIERREZ,29094,AV LOS LOPEZ,CALLE BENJAMINAS,Chiapas,JUSTO A TIEMPO CHIAPAS  SA DE CV
678,XTREME PLANET SA DE,CV,,BLVD INTERLOMAS CENTRO COMERCIAL INTERLOMAS,5,LG5 G6,LOMAS ANAHUAC,HUIXQUILUCAN,52786,MAGNOCENTRO,PASEO DE INTERLOMAS,Estado de Mexico,XTREME PLANET  SA DE CV
679,TECHOS BIEN HECHOS S,A DE CV,,KM 10 CARRETERA MERIDA UMAN,SN,,FRACCIONAMIENTO ITZI,UMAN,97390,CALLE SN,CALLE SN,Yucatan,TECHOS BIEN HECHOS  SA DE CV
680,COMERCIALIZADORA XTR,EME PLANET SA DE CV,,BLVD INTERLOMAS CENTRO COMERCIAL INTERLOMAS,5,LOC 5 G6,LOMAS ANAHUAC,HUIXQUILUCAN,52786,MAGNOCENTRO,AV LOMAS ANAHUAC,Estado de Mexico,COMERCIALIZADORA XTREME PLANET  SA DE CV
681,MANDARINA AZUL SA DE,CV,,ANICETO ORTEGA,956,,DEL VALLE CENTRO,BENITO JUAREZ,3100,PILARES,MIGUEL LAURENT,CDMX,MANDARINA AZUL SA DE CV
682,PRODUCTORES SOLIS SI,BAJA SA DE CV,,CALZADA COROZAL,8,,GUADALUPE,HUEHUETAN,30670,ZARAGOZA,MORELOS,Chiapas,PRODUCTORES SOLIS SIBAJA  SA DE CV
683,CONSTRUCTORA DE OBRA,S PUBLICAS # PRIVADA,S ANGELES SA DE CV,FRANCISCO I MADERO,2709,,PUERTO MEXICO,COATZACOALCOS,96510,FCO ZARCO,AV CARLOS J GOMEZ,Veracruz,CONSTRUCTORA DE OBRAS PUBLICAS PRIVADAS ANGELES  SA DE CV
684,H SA FUSION TECH SA,DE CV,,AV ALVARO OBREGON,237,LOCAL B,ROMA NORTE,CUAUHTEMOC,6700,MEDELLIN,VALLADOLID,CDMX,H SA FUSION TECH  SA DE CV
685,SERVICIOS ADMINISTRA,TIVOS TELICO SA DE C,V,ALTATA,49 B,,HIPODROMO CONDESA,CUAUHTEMOC,6170,BENJAMIN FRANKLIN,DOS,CDMX,SERVICIOS ADMINISTRATIVOS TELICO  SA DE CV
686,"MATERIALES ABACO,SA",DE CV,,FRESNOS,SN,,SAN MIGUEL HUATENGO,SANTIAGO TULANTEPEC DE LUGO GU,43760,FRACC LA JOYA,RANCHO UNIVERSITARIO,Hidalgo,"MATERIALES ABACO, SA DE CV"
687,GRUPO VALTEMAR SA DE,CV,,MANUEL PEREZ ROMERO,51,,SANTA MARTHA ACATITL,IZTAPALAPA,9510,CALLE JSE DE LA LUZ BLANC,EUGENIO AGUIURRE BENAVIDE,CDMX,GRUPO VALTEMAR SA DE CV
688,COMERCIALIZADORA MIN,RA SA DE CV,,MORELIA,204,,PARAISO,GUADALUPE,67140,UNO,DOS,Nuevo Leon,COMERCIALIZADORA MINRA  SA DE CV
689,DIRECCIONES BOMBAS H,IDRAULICAS Y EQUIPO,SA DE CV,AV SALVADOR NAVA MARTINEZ,980,B,CONSTITUCION,SAN LUIS POTOSI,78300,PP,PPP,San Luis Potosi,DIRECCIONES BOMBAS HIDRAULICAS Y EQUIPO  SA DE CV
690,CONSTRUCTORA AGROIND,USTRIAL ACTIVA  SA D,E CV,JOSE MARIA IBARRARAN,47,PSO 1,SAN JOSE INSURGENTES,BENITO JUAREZ,3900,FELIX PARRA,BARRANCA DEL MUERTO,CDMX,CONSTRUCTORA AGROINDUSTRIAL ACTIVA  SA DE CV
691,DEINMEX SA DE CV,,,AV DIVISION DEL NORTE,2863,7 Y 8,PARQUE SAN ANDRES,COYOACAN,4040,AMERICA,INGLATERRA,CDMX,DEINMEX  SA DE CV
692,CONSTRUCTORA LOPEZ Y,DE LEON SA DE CV,,MENDEZ,385 A,,OBRERA,REYNOSA,88680,,,Tamaulipas,CONSTRUCTORA LOPEZ YDE LEON  SA DE CV
693,DLT CONSTRUCCIONES,SA DE CV,,FUENTE DEL PARIAN MZA 12,LOTE 9,V 79,SM 56 SANTA FE,SOLIDARIDAD,77710,AV MONTES AZULES,CALLE FUENTE DE SAN PEDRO,Quintana Roo,DLT CONSTRUCCIONES  SA DE CV
694,COMERCIALIZADORA DE,PRODUCTOS CRUZ AZUL,DE MORELIA SA DE CV,PERIFERICO PASEO DE LA REPUBLICA,3581,58080,LA HUERTA,MORELIA,58080,UNO,DOS,Michoacan,COMERCIALIZADORA DE PRODUCTOS CRUZ AZUL DE MORELIA  SA DE CV
695,MICHEL CONSTRUCCIONE,S Y CONFORT  SA DE C,V,SUR 103 A,655,,SECTOR POPULAR,IZTAPALAPA,9060,,,CDMX,MICHEL CONSTRUCCIONES Y CONFORT  SA DE CV
696,BEEKIST MEXICO S DE,RL DE CV,,CAMINO A LOS ESPINOS KM,5,,ZAMORA DE HIDALGO CENTRO,ZAMORA,59600,LOS ESPINOS,LOS ESPINOS,Michoacan,BEEKIST MEXICO S DE RL DE CV
697,CAPA 8 SA DE CV,,,LAGO BOLSENA,134,,AGUA AZUL,NEZAHUALCOYOTL,57500,AV LOPEZ MATEOS,CHIMALHUACAN,Estado de Mexico,CAPA 8  SA DE CV
698,DISTRIBUIDORA ROMHER,#SA DE CV,,FRANCISCO I MADERO,37,B,MIRADOR,CERRO AZUL,92518,CARRETERA NACIONAL,FRANCISCO Y MADERO,Veracruz,DISTRIBUIDORA ROMHER SA DE CV
699,MASTER FOAM DE MEXIC,O SA DE CV,,CARRT TECATE ENSENADA,KM29,,VALLE DE LAS PALMAS,TECATE,21500,CARRTE TECATE A,ENSENADA,Baja California,MASTER FOAM DE MEXICO  SA DE CV
700,GRUPO CONSTRUCTOR YA,XIL Y ASOCIADOS SA,DE CV,DE CALZ DE LA REP,107,,FERNANDO GOMEZ SANDOVAL,OAXACA DE JUAREZ,68129,PROL DE LA NORIA,PRIV DE PROL DE LA NORIA,Oaxaca,GRUPO CONSTRUCTOR YAXIL Y ASOCIADOS  SA DE CV
701,ACERO MOTORS SA DE C,V,,HEROES DE CHAPULTEPEC,109,B,ZACATECAS CENTRO,ZACATECAS,98000,AV SAN MARCOS,BLVD LOPEZ MATEOS,Zacatecas,ACERO MOTORS  SA DE CV
702,GRUPO ALIMENTICIO PU,GA SA DE CV,,BLV BENITO JUAREZ,798,A,LOS PINOS,MONCLOVA,25720,GUANAJUATO,ZACATECAS,Coahuila,GRUPO ALIMENTICIO PUGA  SA DE CV
703,DISTRIBUIDORA DE REF,ACCIONES YMATERIAL E,LECTRICOIC  SA DE CV,COLINA DE LAS NIEVES,191,1,BOULEVARES,NAUCALPAN DE JUAREZ,53140,COLINAS,NIEVES,Estado de Mexico,DISTRIBUIDORA DE REFACCIONES YMATERIAL ELECTRICOIC  SA DE CV
704,GRUPO EMPRESARIAL UL,ARME SA DE CV,,VICENTE GUERRERO,25,LOCAL 9,EJIDAL,CHALCO,56600,ZAPATA,REFORMA,Estado de Mexico,GRUPO EMPRESARIAL ULARME  SA DE CV
